ENTRY_OFFSET,TAKE_PROFIT_OFFSET,STOP_LOSS_OFFSET,TRAIL_TRIGGER,RE_ENTRY_DISTANCE,MAX_OPEN_TRADES,MAX_CONTRACTS_PER_TRADE,TOTAL_PNL,WIN_RATE,AVERAGE_WINN,AVERAGE_LOSS,NUM_OF_TRADE,REWARD_TO_RISK,MAX_CONSECUTIVE_LOSE,SCORE
25,6400,10,1,5,10,1,15225.0,18.51851851851852,3312.5,-406.8181818181818,54,8.14245810055866,12,0.05050169997512231
25,12800,10,1,5,10,1,15225.0,18.51851851851852,3312.5,-406.8181818181818,54,8.14245810055866,12,0.05050169997512231
25,3200,10,1,5,10,1,15225.0,18.51851851851852,3312.5,-406.8181818181818,54,8.14245810055866,12,0.05050169997512231
25,800,10,1,5,10,1,15225.0,18.51851851851852,3312.5,-406.8181818181818,54,8.14245810055866,12,0.05050169997512231
100,400,25,1,2,10,1,15212.5,18.70967741935484,3144.396551724138,-602.9761904761905,155,5.214793886373694,23,0.05046023716726097
25,400,10,1,5,10,1,15212.5,18.51851851851852,3311.25,-406.8181818181818,54,8.139385474860335,12,0.05046023716726097
50,400,10,2,1,10,1,15212.5,8.424908424908425,5461.95652173913,-441.65,273,12.367160696794135,35,0.05046023716726097
50,400,25,2,1,10,1,15175.0,10.989010989010987,5384.583333333333,-602.3148148148148,273,8.939815526518062,25,0.05033584874367692
75,800,50,2,5,10,1,15175.0,16.666666666666664,6545.833333333333,-971.9444444444443,54,6.734781366104601,9,0.05033584874367692
10,800,10,2,2,10,1,15125.0,6.106870229007633,7734.375,-380.0813008130081,131,20.349264705882355,51,0.05016999751223153
100,50,10,1,2,10,1,15075.0,29.03225806451613,1205.0,-355.90909090909093,155,3.385696040868454,14,0.05000414628078614
100,50,10,2,2,10,1,15075.0,29.03225806451613,1205.0,-355.90909090909093,155,3.385696040868454,14,0.05000414628078614
25,400,25,1,2,10,1,15075.0,15.328467153284672,3865.4761904761904,-569.8275862068965,137,6.783589078596643,24,0.05000414628078614
25,75,10,2,5,10,1,15012.5,35.18518518518518,1428.2894736842106,-346.42857142857144,54,4.122897449810092,5,0.04979683224147939
25,75,10,1,5,10,1,15012.5,35.18518518518518,1428.2894736842106,-346.42857142857144,54,4.122897449810092,5,0.04979683224147939
50,400,200,1,2,10,1,14975.0,49.64028776978417,3057.608695652174,-2800.0,139,1.092003105590062,7,0.049672443817895345
10,800,50,2,2,10,1,14975.0,12.213740458015266,7250.78125,-878.5869565217391,131,8.252775887665472,23,0.049672443817895345
50,1600,175,1,2,10,1,14925.0,46.043165467625904,3211.328125,-2541.333333333333,139,1.2636390838142706,8,0.04950659258644995
50,6400,175,1,2,10,1,14925.0,46.043165467625904,3211.328125,-2541.333333333333,139,1.2636390838142706,8,0.04950659258644995
50,3200,175,1,2,10,1,14925.0,46.043165467625904,3211.328125,-2541.333333333333,139,1.2636390838142706,8,0.04950659258644995
50,12800,175,1,2,10,1,14925.0,46.043165467625904,3211.328125,-2541.333333333333,139,1.2636390838142706,8,0.04950659258644995
75,10,10,1,2,10,1,14887.5,56.00000000000001,481.25,-386.9318181818182,150,1.2437591776798824,4,0.04938220416286591
25,50,75,2,5,10,1,14887.5,61.11111111111112,1140.909090909091,-1083.928571428571,54,1.0525685187958669,3,0.04938220416286591
75,10,10,2,2,10,1,14887.5,56.00000000000001,481.25,-386.9318181818182,150,1.2437591776798824,4,0.04938220416286591
25,50,75,1,5,10,1,14887.5,61.11111111111112,1140.909090909091,-1083.928571428571,54,1.0525685187958669,3,0.04938220416286591
10,12800,10,2,2,10,1,14875.0,6.106870229007633,7703.125,-380.0813008130081,131,20.267045454545457,51,0.04934074135500456
10,6400,10,2,2,10,1,14875.0,6.106870229007633,7703.125,-380.0813008130081,131,20.267045454545457,51,0.04934074135500456
10,1600,10,2,2,10,1,14875.0,6.106870229007633,7703.125,-380.0813008130081,131,20.267045454545457,51,0.04934074135500456
10,3200,10,2,2,10,1,14875.0,6.106870229007633,7703.125,-380.0813008130081,131,20.267045454545457,51,0.04934074135500456
100,75,50,1,2,10,1,14850.0,43.87096774193549,1362.1323529411766,-893.9655172413793,155,1.523696749673833,7,0.04925781573928186
100,75,50,2,2,10,1,14850.0,43.87096774193549,1362.1323529411766,-893.9655172413793,155,1.523696749673833,7,0.04925781573928186
100,10,25,1,2,10,1,14750.0,60.0,523.1182795698925,-546.7741935483871,155,0.9567354965585054,3,0.04892611327639108
100,10,25,2,2,10,1,14750.0,60.0,523.1182795698925,-546.7741935483871,155,0.9567354965585054,3,0.04892611327639108
50,25,100,2,2,10,1,14725.0,74.82014388489209,633.8942307692307,-1462.857142857143,139,0.4333261343149038,2,0.04884318766066838
50,25,100,1,2,10,1,14725.0,74.82014388489209,633.8942307692307,-1462.857142857143,139,0.4333261343149038,2,0.04884318766066838
25,75,75,2,5,10,1,14662.5,55.55555555555556,1352.0833333333333,-1079.1666666666667,54,1.2528957528957527,4,0.04863587362136164
25,75,75,1,5,10,1,14662.5,55.55555555555556,1352.0833333333333,-1079.1666666666667,54,1.2528957528957527,4,0.04863587362136164
10,50,75,2,5,10,1,14637.5,67.3076923076923,1000.0,-1197.7941176470588,52,0.8348680171884592,2,0.04855294800563894
10,50,75,1,5,10,1,14637.5,67.3076923076923,1000.0,-1197.7941176470588,52,0.8348680171884592,2,0.04855294800563894
75,50,10,2,2,10,1,14612.5,32.0,1103.6458333333333,-376.1029411764706,150,2.934424894102313,10,0.04847002238991625
75,50,10,1,2,10,1,14612.5,32.0,1103.6458333333333,-376.1029411764706,150,2.934424894102313,10,0.04847002238991625
75,75,175,1,5,10,1,14562.5,74.07407407407408,1341.5625,-2792.8571428571427,54,0.4803548593350384,2,0.048304171158470854
75,75,175,2,5,10,1,14562.5,74.07407407407408,1341.5625,-2792.8571428571427,54,0.4803548593350384,2,0.048304171158470854
25,75,25,1,2,10,1,14525.0,35.76642335766424,1353.8265306122448,-588.7784090909091,137,2.29938209300608,5,0.04817978273488681
25,75,25,2,2,10,1,14525.0,35.76642335766424,1353.8265306122448,-588.7784090909091,137,2.29938209300608,5,0.04817978273488681
25,100,10,2,5,10,1,14500.0,25.925925925925924,2008.0357142857144,-340.3125,54,5.900564082382264,10,0.04809685711916411
25,100,10,1,5,10,1,14500.0,25.925925925925924,2008.0357142857144,-340.3125,54,5.900564082382264,10,0.04809685711916411
100,10,150,1,5,10,1,14400.0,88.88888888888889,564.3229166666666,-2114.583333333333,54,0.266871921182266,1,0.047765154656273325
100,10,150,2,5,10,1,14400.0,88.88888888888889,564.3229166666666,-2114.583333333333,54,0.266871921182266,1,0.047765154656273325
50,50,125,1,5,10,1,14375.0,71.69811320754717,1061.5131578947369,-1730.8333333333333,53,0.6132959987836708,2,0.047682229040550625
50,50,125,2,5,10,1,14375.0,71.69811320754717,1061.5131578947369,-1730.8333333333333,53,0.6132959987836708,2,0.047682229040550625
25,75,50,1,2,10,1,14350.0,44.52554744525548,1312.704918032787,-864.8026315789474,137,1.517924287112846,5,0.04759930342482793
75,400,10,1,5,10,1,14350.0,18.51851851851852,3285.0,-420.45454545454544,54,7.812972972972973,9,0.04759930342482793
25,75,50,2,2,10,1,14350.0,44.52554744525548,1312.704918032787,-864.8026315789474,137,1.517924287112846,5,0.04759930342482793
25,50,25,1,5,10,1,14300.0,46.2962962962963,1176.5,-521.1206896551724,54,2.2576344086021503,5,0.04743345219338253
25,25,200,2,2,10,1,14300.0,85.40145985401459,592.6282051282051,-2751.875,137,0.2153543330013918,2,0.04743345219338253
25,50,25,2,5,10,1,14300.0,46.2962962962963,1176.5,-521.1206896551724,54,2.2576344086021503,5,0.04743345219338253
25,25,200,1,2,10,1,14300.0,85.40145985401459,592.6282051282051,-2751.875,137,0.2153543330013918,2,0.04743345219338253
100,50,10,2,5,10,1,14275.0,33.33333333333333,1365.2777777777778,-286.1111111111111,54,4.771844660194176,9,0.04735052657765984
100,50,10,1,5,10,1,14275.0,33.33333333333333,1365.2777777777778,-286.1111111111111,54,4.771844660194176,9,0.04735052657765984
100,75,200,1,2,10,1,14225.0,69.6774193548387,1328.125,-2749.2021276595747,155,0.4830947083293024,3,0.04718467534621445
100,75,200,2,2,10,1,14225.0,69.6774193548387,1328.125,-2749.2021276595747,155,0.4830947083293024,3,0.04718467534621445
50,100,200,1,1,10,1,14175.0,63.73626373626373,1624.066091954023,-2711.2373737373737,273,0.5990128742269764,4,0.04701882411476905
50,100,200,2,1,10,1,14175.0,63.73626373626373,1624.066091954023,-2711.2373737373737,273,0.5990128742269764,4,0.04701882411476905
25,400,100,2,5,10,1,14162.5,25.925925925925924,5341.964285714285,-1515.625,54,3.5245949926362297,7,0.0469773613069077
10,100,50,2,2,10,1,14150.0,39.69465648854962,1605.2884615384614,-877.5316455696203,131,1.8293225886987157,7,0.046935898499046357
10,100,50,1,2,10,1,14150.0,39.69465648854962,1605.2884615384614,-877.5316455696203,131,1.8293225886987157,7,0.046935898499046357
25,200,50,1,5,10,1,14050.0,29.629629629629623,3003.90625,-895.0657894736842,54,3.356073134876884,7,0.046604196036155565
25,200,50,2,5,10,1,14050.0,29.629629629629623,3003.90625,-895.0657894736842,54,3.356073134876884,7,0.046604196036155565
100,100,10,2,2,10,1,14012.5,20.64516129032258,1812.109375,-357.520325203252,155,5.068549246731098,20,0.046479807612571526
100,100,10,1,2,10,1,14012.5,20.64516129032258,1812.109375,-357.520325203252,155,5.068549246731098,20,0.046479807612571526
75,100,200,1,2,10,1,13987.5,66.0,1598.4848484848485,-2828.676470588235,150,0.5650999204417453,4,0.04639688199684883
75,100,200,2,2,10,1,13987.5,66.0,1598.4848484848485,-2828.676470588235,150,0.5650999204417453,4,0.04639688199684883
100,25,125,2,5,10,1,13962.5,81.48148148148148,707.9545454545455,-1718.75,54,0.411900826446281,3,0.04631395638112613
100,25,125,1,5,10,1,13962.5,81.48148148148148,707.9545454545455,-1718.75,54,0.411900826446281,3,0.04631395638112613
50,200,10,2,1,10,1,13950.0,13.186813186813188,3141.6666666666665,-418.3544303797468,273,7.509581442259203,32,0.04627249357326478
100,75,175,1,2,10,1,13925.0,66.45161290322581,1341.747572815534,-2389.903846153846,155,0.561423245112917,3,0.04618956795754209
100,75,175,2,2,10,1,13925.0,66.45161290322581,1341.747572815534,-2389.903846153846,155,0.561423245112917,3,0.04618956795754209
50,1600,150,2,2,10,1,13912.5,26.618705035971225,6455.743243243243,-2205.392156862745,139,2.9272541045157183,11,0.046148105149680735
75,25,150,1,5,10,1,13887.5,85.18518518518519,671.195652173913,-2123.4375,54,0.3160891960200915,1,0.04606517953395804
75,25,150,2,5,10,1,13887.5,85.18518518518519,671.195652173913,-2123.4375,54,0.3160891960200915,1,0.04606517953395804
50,50,25,2,2,10,1,13762.5,42.44604316546763,1045.550847457627,-599.0625,139,1.7453117954430917,6,0.04565055145534456
50,50,25,1,2,10,1,13762.5,42.44604316546763,1045.550847457627,-599.0625,139,1.7453117954430917,6,0.04565055145534456
25,50,10,2,2,10,1,13612.5,32.11678832116788,1126.1363636363635,-386.4247311827957,137,2.914245059288538,7,0.045152997761008375
25,50,10,1,2,10,1,13612.5,32.11678832116788,1126.1363636363635,-386.4247311827957,137,2.914245059288538,7,0.045152997761008375
100,10,25,1,1,10,1,13600.0,59.436619718309856,486.61137440758296,-618.5763888888889,355,0.7866633501509059,6,0.04511153495314703
100,10,25,2,1,10,1,13600.0,59.436619718309856,486.61137440758296,-618.5763888888889,355,0.7866633501509059,6,0.04511153495314703
50,25,75,2,2,10,1,13587.5,70.50359712230215,637.5,-1192.378048780488,139,0.5346458706213244,4,0.04507007214528568
50,25,75,1,2,10,1,13587.5,70.50359712230215,637.5,-1192.378048780488,139,0.5346458706213244,4,0.04507007214528568
75,1600,150,2,2,10,1,13550.0,27.33333333333333,6115.8536585365855,-2176.146788990826,150,2.810404927405092,9,0.044945683721701636
25,400,50,1,2,10,1,13550.0,21.897810218978105,3504.1666666666665,-855.8411214953271,137,4.094412594412594,13,0.044945683721701636
10,100,125,1,5,10,1,13550.0,59.61538461538461,1629.032258064516,-1759.5238095238096,52,0.9258370072897114,4,0.044945683721701636
10,100,125,2,5,10,1,13550.0,59.61538461538461,1629.032258064516,-1759.5238095238096,52,0.9258370072897114,4,0.044945683721701636
50,12800,25,1,2,10,1,13537.5,16.546762589928058,3491.8478260869565,-575.6465517241379,139,6.065958035583481,16,0.04490422091384028
50,6400,25,1,2,10,1,13537.5,16.546762589928058,3491.8478260869565,-575.6465517241379,139,6.065958035583481,16,0.04490422091384028
50,3200,25,1,2,10,1,13537.5,16.546762589928058,3491.8478260869565,-575.6465517241379,139,6.065958035583481,16,0.04490422091384028
50,1600,25,1,2,10,1,13537.5,16.546762589928058,3491.8478260869565,-575.6465517241379,139,6.065958035583481,16,0.04490422091384028
100,10,75,2,5,10,1,13525.0,81.48148148148148,577.8409090909091,-1190.0,54,0.4855805958747135,2,0.04486275810597894
100,200,75,1,2,10,1,13525.0,33.5483870967742,2582.451923076923,-1172.4514563106795,155,2.2026088237401766,10,0.04486275810597894
100,10,75,1,5,10,1,13525.0,81.48148148148148,577.8409090909091,-1190.0,54,0.4855805958747135,2,0.04486275810597894
50,10,75,2,2,10,1,13500.0,80.57553956834532,405.2455357142857,-1181.0185185185185,139,0.3431322450579604,2,0.04477983249025624
50,10,75,1,2,10,1,13500.0,80.57553956834532,405.2455357142857,-1181.0185185185185,139,0.3431322450579604,2,0.04477983249025624
25,10,150,2,2,10,1,13500.0,88.32116788321169,397.7272727272728,-2164.0625,137,0.1837873318017722,2,0.04477983249025624
25,10,150,1,2,10,1,13500.0,88.32116788321169,397.7272727272728,-2164.0625,137,0.1837873318017722,2,0.04477983249025624
25,800,100,2,5,10,1,13437.5,22.22222222222222,6443.75,-1521.1309523809523,54,4.23615730776756,7,0.0445725184509495
25,100,25,1,2,10,1,13362.5,29.1970802919708,1742.5,-580.7989690721649,137,3.000177501664078,19,0.04432374160378141
25,100,25,2,2,10,1,13362.5,29.1970802919708,1742.5,-580.7989690721649,137,3.000177501664078,19,0.04432374160378141
10,400,200,1,2,10,1,13250.0,45.038167938931295,3693.85593220339,-2842.8819444444443,131,1.2993349721826886,7,0.043950576333029276
25,12800,100,1,5,10,1,13200.0,37.03703703703704,3220.0,-1505.8823529411766,54,2.13828125,7,0.04378472510158388
25,800,100,1,5,10,1,13200.0,37.03703703703704,3220.0,-1505.8823529411766,54,2.13828125,7,0.04378472510158388
25,1600,100,1,5,10,1,13200.0,37.03703703703704,3220.0,-1505.8823529411766,54,2.13828125,7,0.04378472510158388
25,3200,100,1,5,10,1,13200.0,37.03703703703704,3220.0,-1505.8823529411766,54,2.13828125,7,0.04378472510158388
25,6400,100,1,5,10,1,13200.0,37.03703703703704,3220.0,-1505.8823529411766,54,2.13828125,7,0.04378472510158388
75,12800,50,2,5,10,1,13125.0,16.666666666666664,6318.055555555556,-971.9444444444443,54,6.500428693912546,9,0.04353594825441579
75,3200,50,2,5,10,1,13125.0,16.666666666666664,6318.055555555556,-971.9444444444443,54,6.500428693912546,9,0.04353594825441579
75,6400,50,2,5,10,1,13125.0,16.666666666666664,6318.055555555556,-971.9444444444443,54,6.500428693912546,9,0.04353594825441579
75,1600,50,2,5,10,1,13125.0,16.666666666666664,6318.055555555556,-971.9444444444443,54,6.500428693912546,9,0.04353594825441579
25,400,10,2,5,10,1,13112.5,11.11111111111111,5435.416666666667,-406.25,54,13.37948717948718,12,0.04349448544655444
10,75,100,1,2,10,1,13100.0,58.01526717557252,1252.9605263157894,-1493.1818181818182,131,0.8391212048385803,4,0.04345302263869309
10,75,100,2,2,10,1,13100.0,58.01526717557252,1252.9605263157894,-1493.1818181818182,131,0.8391212048385803,4,0.04345302263869309
10,50,150,2,5,10,1,13087.5,76.92307692307693,970.3125,-2143.75,52,0.4526239067055393,2,0.043411559830831746
10,50,150,1,5,10,1,13087.5,76.92307692307693,970.3125,-2143.75,52,0.4526239067055393,2,0.043411559830831746
10,6400,25,1,2,10,1,13087.5,12.97709923664122,4507.35294117647,-557.3464912280701,131,8.08716482855192,23,0.043411559830831746
10,3200,25,1,2,10,1,13087.5,12.97709923664122,4507.35294117647,-557.3464912280701,131,8.08716482855192,23,0.043411559830831746
10,1600,25,1,2,10,1,13087.5,12.97709923664122,4507.35294117647,-557.3464912280701,131,8.08716482855192,23,0.043411559830831746
10,800,25,2,2,10,1,13087.5,8.396946564885496,7260.227272727273,-556.4583333333334,131,13.047207378918348,36,0.043411559830831746
10,12800,25,1,2,10,1,13087.5,12.97709923664122,4507.35294117647,-557.3464912280701,131,8.08716482855192,23,0.043411559830831746
75,200,10,2,5,10,1,13062.5,18.51851851851852,3156.25,-420.45454545454544,54,7.506756756756757,9,0.043328634215109046
25,800,25,1,1,10,1,12925.0,13.821138211382117,4063.235294117647,-590.683962264151,246,6.878865101640575,34,0.042872543328634216
75,25,10,1,1,10,1,12925.0,41.935483870967744,687.1153846153846,-424.44444444444446,310,1.618858236004833,7,0.042872543328634216
75,25,10,2,1,10,1,12925.0,41.935483870967744,687.1153846153846,-424.44444444444446,310,1.618858236004833,7,0.042872543328634216
25,200,150,1,2,10,1,12887.5,43.79562043795621,3016.6666666666665,-2183.279220779221,137,1.3817136342231144,9,0.04274815490505017
25,200,150,2,2,10,1,12887.5,43.79562043795621,3016.6666666666665,-2183.279220779221,137,1.3817136342231144,9,0.04274815490505017
25,3200,75,1,2,10,1,12862.5,25.547445255474454,3701.785714285714,-1144.1176470588234,137,3.235493940506794,13,0.04266522928932747
25,6400,75,1,2,10,1,12862.5,25.547445255474454,3701.785714285714,-1144.1176470588234,137,3.235493940506794,13,0.04266522928932747
25,1600,75,1,2,10,1,12862.5,25.547445255474454,3701.785714285714,-1144.1176470588234,137,3.235493940506794,13,0.04266522928932747
25,12800,75,1,2,10,1,12862.5,25.547445255474454,3701.785714285714,-1144.1176470588234,137,3.235493940506794,13,0.04266522928932747
50,3200,150,2,2,10,1,12825.0,26.618705035971225,6426.351351351352,-2205.392156862745,139,2.9139268185722957,11,0.042540840865743425
50,6400,150,2,2,10,1,12825.0,26.618705035971225,6426.351351351352,-2205.392156862745,139,2.9139268185722957,11,0.042540840865743425
50,12800,150,2,2,10,1,12825.0,26.618705035971225,6426.351351351352,-2205.392156862745,139,2.9139268185722957,11,0.042540840865743425
50,100,125,2,5,10,1,12762.5,58.490566037735846,1689.1129032258063,-1800.0,53,0.9383960573476702,3,0.042333526826436686
50,100,125,1,5,10,1,12762.5,58.490566037735846,1689.1129032258063,-1800.0,53,0.9383960573476702,3,0.042333526826436686
100,75,75,2,1,10,1,12737.5,49.57746478873239,1309.1619318181818,-1216.0614525139663,355,1.0765590251312944,8,0.04225060121071399
100,75,75,1,1,10,1,12737.5,49.57746478873239,1309.1619318181818,-1216.0614525139663,355,1.0765590251312944,8,0.04225060121071399
100,10,125,2,5,10,1,12700.0,85.18518518518519,570.3804347826087,-1692.1875,54,0.337066923601911,2,0.04212621278712995
100,10,125,1,5,10,1,12700.0,85.18518518518519,570.3804347826087,-1692.1875,54,0.337066923601911,2,0.04212621278712995
75,50,100,2,2,10,1,12675.0,62.66666666666667,1000.3989361702128,-1452.9017857142858,150,0.6885523481398914,4,0.04204328717140725
75,50,100,1,2,10,1,12675.0,62.66666666666667,1000.3989361702128,-1452.9017857142858,150,0.6885523481398914,4,0.04204328717140725
25,75,50,1,5,10,1,12662.5,48.14814814814815,1345.673076923077,-797.3214285714286,54,1.687742268929279,5,0.0420018243635459
25,75,50,2,5,10,1,12662.5,48.14814814814815,1345.673076923077,-797.3214285714286,54,1.687742268929279,5,0.0420018243635459
100,100,75,1,2,10,1,12650.0,45.16129032258064,1621.25,-1186.3235294117646,155,1.3666170819387629,6,0.04196036155568455
100,100,75,2,2,10,1,12650.0,45.16129032258064,1621.25,-1186.3235294117646,155,1.3666170819387629,6,0.04196036155568455
75,400,50,2,5,10,1,12600.0,18.51851851851852,5456.25,-953.693181818182,54,5.721179624664879,9,0.041794510324239156
100,75,10,2,5,10,1,12587.5,27.77777777777778,1608.3333333333333,-295.8333333333333,54,5.436619718309859,9,0.04175304751637781
10,75,150,1,5,10,1,12587.5,69.23076923076923,1290.2777777777778,-2116.40625,52,0.6096550592674624,2,0.04175304751637781
10,75,150,2,5,10,1,12587.5,69.23076923076923,1290.2777777777778,-2116.40625,52,0.6096550592674624,2,0.04175304751637781
100,75,10,1,5,10,1,12587.5,27.77777777777778,1608.3333333333333,-295.8333333333333,54,5.436619718309859,9,0.04175304751637781
50,10,125,1,2,10,1,12575.0,85.61151079136691,414.1806722689076,-1835.625,139,0.2256346869697828,2,0.041711584708516464
50,10,125,2,2,10,1,12575.0,85.61151079136691,414.1806722689076,-1835.625,139,0.2256346869697828,2,0.041711584708516464
25,50,25,1,2,10,1,12512.5,40.87591240875913,1079.4642857142858,-591.820987654321,137,1.8239709443099277,5,0.04150427066920972
25,50,25,2,2,10,1,12512.5,40.87591240875913,1079.4642857142858,-591.820987654321,137,1.8239709443099277,5,0.04150427066920972
25,800,150,1,10,10,1,24975.0,51.72413793103448,3635.0,-2110.714285714286,29,1.722165820642978,3,0.04142134505348702
75,75,50,2,2,10,1,12487.5,43.333333333333336,1305.9615384615386,-851.7647058823529,150,1.5332421376965577,6,0.04142134505348702
75,75,50,1,2,10,1,12487.5,43.333333333333336,1305.9615384615386,-851.7647058823529,150,1.5332421376965577,6,0.04142134505348702
50,25,25,2,2,10,1,12475.0,54.67625899280576,676.6447368421053,-618.2539682539683,139,1.0944446321194514,5,0.04137988224562567
25,200,10,1,5,10,1,12475.0,18.51851851851852,3037.5,-406.8181818181818,54,7.466480446927374,12,0.04137988224562567
50,25,25,1,2,10,1,12475.0,54.67625899280576,676.6447368421053,-618.2539682539683,139,1.0944446321194514,5,0.04137988224562567
25,200,10,2,5,10,1,12475.0,18.51851851851852,3037.5,-406.8181818181818,54,7.466480446927374,12,0.04137988224562567
10,50,100,2,2,10,1,12450.0,64.8854961832061,945.8823529411764,-1477.1739130434785,131,0.6403324243604727,4,0.04129695662990298
10,50,100,1,2,10,1,12450.0,64.8854961832061,945.8823529411764,-1477.1739130434785,131,0.6403324243604727,4,0.04129695662990298
100,200,25,1,1,10,1,12450.0,20.84507042253521,2575.337837837838,-633.8967971530249,355,4.06270839260313,19,0.04129695662990298
75,800,25,1,5,10,1,12412.5,18.51851851851852,3873.75,-598.2954545454545,54,6.474643874643875,9,0.041172568206318934
75,400,50,2,2,10,1,12412.5,15.333333333333332,5459.239130434783,-890.9448818897638,150,6.12747122903418,14,0.041172568206318934
50,3200,150,1,2,10,1,12337.5,42.44604316546763,3156.14406779661,-2173.4375,139,1.4521439276706187,8,0.04092379135915084
100,25,50,1,2,10,1,12337.5,62.58064516129033,681.8298969072165,-927.5862068965516,155,0.7350582531713487,6,0.04092379135915084
50,6400,150,1,2,10,1,12337.5,42.44604316546763,3156.14406779661,-2173.4375,139,1.4521439276706187,8,0.04092379135915084
50,1600,150,1,2,10,1,12337.5,42.44604316546763,3156.14406779661,-2173.4375,139,1.4521439276706187,8,0.04092379135915084
50,12800,150,1,2,10,1,12337.5,42.44604316546763,3156.14406779661,-2173.4375,139,1.4521439276706187,8,0.04092379135915084
100,25,50,2,2,10,1,12337.5,62.58064516129033,681.8298969072165,-927.5862068965516,155,0.7350582531713487,6,0.04092379135915084
25,50,10,2,5,10,1,12300.0,35.18518518518518,1285.5263157894738,-346.42857142857144,54,3.710797612588172,5,0.040799402935566796
25,50,10,1,5,10,1,12300.0,35.18518518518518,1285.5263157894738,-346.42857142857144,54,3.710797612588172,5,0.040799402935566796
75,75,125,1,5,10,1,12275.0,62.96296296296296,1334.1911764705883,-1654.375,54,0.8064623658303518,3,0.0407164773198441
75,75,125,2,5,10,1,12275.0,62.96296296296296,1334.1911764705883,-1654.375,54,0.8064623658303518,3,0.0407164773198441
100,25,10,1,1,10,1,12262.5,40.0,722.3591549295775,-424.0023474178404,355,1.703667820069204,9,0.04067501451198275
100,25,10,2,1,10,1,12262.5,40.0,722.3591549295775,-424.0023474178404,355,1.703667820069204,9,0.04067501451198275
100,200,175,2,2,10,1,12250.0,45.80645161290322,2985.56338028169,-2377.678571428572,155,1.255663156558578,6,0.040633551704121404
75,10,75,1,1,10,1,12200.0,76.12903225806451,455.2436440677966,-1286.9932432432431,310,0.3537265222314418,3,0.04046770047267601
75,10,75,2,1,10,1,12200.0,76.12903225806451,455.2436440677966,-1286.9932432432431,310,0.3537265222314418,3,0.04046770047267601
75,100,25,2,1,10,1,12175.0,28.387096774193548,1637.0738636363635,-594.0878378378378,310,2.7556091193424157,15,0.04038477485695331
75,100,25,1,1,10,1,12175.0,28.387096774193548,1637.0738636363635,-594.0878378378378,310,2.7556091193424157,15,0.04038477485695331
100,50,25,1,2,10,1,12175.0,38.064516129032256,1112.7118644067796,-557.03125,155,1.9975752965507405,8,0.04038477485695331
100,50,25,2,2,10,1,12175.0,38.064516129032256,1112.7118644067796,-557.03125,155,1.9975752965507405,8,0.04038477485695331
25,800,175,1,10,10,1,24312.5,55.172413793103445,3478.125,-2410.576923076923,29,1.4428599920223375,3,0.04032258064516129
75,3200,75,2,1,10,1,12150.0,18.387096774193548,5678.289473684211,-1231.2747035573125,310,4.6117161810267815,22,0.04030184924123062
75,12800,75,2,1,10,1,12150.0,18.387096774193548,5678.289473684211,-1231.2747035573125,310,4.6117161810267815,22,0.04030184924123062
75,1600,75,2,1,10,1,12150.0,18.387096774193548,5678.289473684211,-1231.2747035573125,310,4.6117161810267815,22,0.04030184924123062
25,800,200,1,10,10,1,24300.0,58.620689655172406,3361.764705882353,-2737.5,29,1.2280419016921835,3,0.04030184924123062
75,6400,75,2,1,10,1,12150.0,18.387096774193548,5678.289473684211,-1231.2747035573125,310,4.6117161810267815,22,0.04030184924123062
10,50,100,2,5,10,1,12137.5,69.23076923076923,993.4027777777778,-1476.5625,52,0.6727807172251618,2,0.040260386433369266
10,50,100,1,5,10,1,12137.5,69.23076923076923,993.4027777777778,-1476.5625,52,0.6727807172251618,2,0.040260386433369266
75,25,25,1,2,10,1,12125.0,53.333333333333336,646.25,-565.3571428571429,150,1.1430827542640556,6,0.04021892362550792
75,25,25,2,2,10,1,12125.0,53.333333333333336,646.25,-565.3571428571429,150,1.1430827542640556,6,0.04021892362550792
10,1600,75,2,2,10,1,12112.5,15.267175572519085,7003.75,-1152.8153153153153,131,6.075344339161864,23,0.040177460817646574
10,6400,75,2,2,10,1,12112.5,15.267175572519085,7003.75,-1152.8153153153153,131,6.075344339161864,23,0.040177460817646574
10,12800,75,2,2,10,1,12112.5,15.267175572519085,7003.75,-1152.8153153153153,131,6.075344339161864,23,0.040177460817646574
10,3200,75,2,2,10,1,12112.5,15.267175572519085,7003.75,-1152.8153153153153,131,6.075344339161864,23,0.040177460817646574
25,400,100,1,5,10,1,12087.5,37.03703703703704,3164.375,-1505.8823529411766,54,2.1013427734375,7,0.040094535201923874
100,800,175,2,5,10,1,12087.5,31.48148148148148,6217.64705882353,-2530.0675675675675,54,2.4575023760338697,6,0.040094535201923874
10,75,50,2,2,10,1,12012.5,45.80152671755725,1251.6666666666667,-888.556338028169,131,1.408652004491117,7,0.03984575835475578
10,75,50,1,2,10,1,12012.5,45.80152671755725,1251.6666666666667,-888.556338028169,131,1.408652004491117,7,0.03984575835475578
25,400,200,2,10,10,1,24012.5,44.82758620689656,5192.307692307692,-2717.96875,29,1.9103632785725344,4,0.03982502695082511
25,1600,125,2,5,10,1,12000.0,22.22222222222222,7503.125,-1858.0357142857144,54,4.038202787121576,7,0.039804295546894436
25,200,25,1,5,10,1,11962.5,22.22222222222222,3018.75,-577.6785714285714,54,5.225656877897991,12,0.03967990712331039
