ENTRY_OFFSET,TAKE_PROFIT_OFFSET,STOP_LOSS_OFFSET,TRAIL_TRIGGER,RE_ENTRY_DISTANCE,MAX_OPEN_TRADES,MAX_CONTRACTS_PER_TRADE,TOTAL_PNL,WIN_RATE,AVERAGE_WINN,AVERAGE_LOSS,NUM_OF_TRADE,REWARD_TO_RISK,MAX_CONSECUTIVE_LOSE
10,10,125,2,10,10,100,186250.0,100.0,620.8333333333334,0.0,300,620.8333333333334,0
10,10,150,1,1,10,100,1480000.0,87.11340206185567,435.94674556213016,-2355.0,19400,0.18511539089687057,400
10,10,150,1,2,10,100,428750.0,83.87096774193549,505.44871794871796,-2342.5,9300,0.21577319869742495,200
10,10,150,1,5,10,100,-100000.0,79.16666666666666,542.7631578947369,-2262.5,2400,0.23989531840651354,100
10,10,150,1,10,10,100,186250.0,100.0,620.8333333333334,0.0,300,620.8333333333334,0
10,10,150,2,1,10,100,1480000.0,87.11340206185567,435.94674556213016,-2355.0,19400,0.18511539089687057,400
10,10,150,2,2,10,100,428750.0,83.87096774193549,505.44871794871796,-2342.5,9300,0.21577319869742495,200
10,10,150,2,5,10,100,-100000.0,79.16666666666666,542.7631578947369,-2262.5,2400,0.23989531840651354,100
10,10,150,2,10,10,100,186250.0,100.0,620.8333333333334,0.0,300,620.8333333333334,0
10,10,175,1,1,10,100,1905000.0,88.60103626943005,441.08187134502924,-2562.5,19300,0.1721295107687919,300
10,10,175,1,2,10,100,785000.0,86.02150537634408,508.28125,-2524.0384615384614,9300,0.2013761904761905,200
10,10,175,1,5,10,100,363750.0,87.5,519.047619047619,-2420.8333333333335,2400,0.21440865502827636,100
10,10,175,1,10,10,100,186250.0,100.0,620.8333333333334,0.0,300,620.8333333333334,0
10,10,175,2,1,10,100,1905000.0,88.60103626943005,441.08187134502924,-2562.5,19300,0.1721295107687919,300
10,10,175,2,2,10,100,785000.0,86.02150537634408,508.28125,-2524.0384615384614,9300,0.2013761904761905,200
10,10,175,2,5,10,100,363750.0,87.5,519.047619047619,-2420.8333333333335,2400,0.21440865502827636,100
10,10,175,2,10,10,100,186250.0,100.0,620.8333333333334,0.0,300,620.8333333333334,0
10,10,200,1,1,10,100,1926250.0,90.10416666666666,438.0057803468208,-2974.342105263158,19200,0.1472613992760822,200
10,10,200,1,2,10,100,488750.0,86.95652173913044,502.03125,-2939.5833333333335,9200,0.17078313253012048,200
10,10,200,1,5,10,100,231250.0,87.5,488.0952380952381,-2645.8333333333335,2400,0.1844769403824522,200
10,10,200,1,10,10,100,186250.0,100.0,620.8333333333334,0.0,300,620.8333333333334,0
10,10,200,2,1,10,100,1926250.0,90.10416666666666,438.0057803468208,-2974.342105263158,19200,0.1472613992760822,200
10,10,200,2,2,10,100,488750.0,86.95652173913044,502.03125,-2939.5833333333335,9200,0.17078313253012048,200
10,10,200,2,5,10,100,231250.0,87.5,488.0952380952381,-2645.8333333333335,2400,0.1844769403824522,200
10,10,200,2,10,10,100,186250.0,100.0,620.8333333333334,0.0,300,620.8333333333334,0
10,25,10,1,1,10,100,1181250.0,50.25380710659898,645.3282828282828,-531.3775510204082,19700,1.2144440080109786,600
10,25,10,1,2,10,100,-265000.0,44.565217391304344,674.390243902439,-594.1176470588235,9200,1.1351122917169765,500
10,25,10,1,5,10,100,-178750.0,33.33333333333333,720.3125,-471.875,2400,1.5264900662251655,800
10,25,10,1,10,10,100,120000.0,66.66666666666666,818.75,-437.5,300,1.8714285714285714,100
10,25,10,2,1,10,100,1181250.0,50.25380710659898,645.3282828282828,-531.3775510204082,19700,1.2144440080109786,600
10,25,10,2,2,10,100,-265000.0,44.565217391304344,674.390243902439,-594.1176470588235,9200,1.1351122917169765,500
10,25,10,2,5,10,100,-178750.0,33.33333333333333,720.3125,-471.875,2400,1.5264900662251655,800
10,25,10,2,10,10,100,120000.0,66.66666666666666,818.75,-437.5,300,1.8714285714285714,100
10,25,25,1,1,10,100,1618750.0,57.868020304568525,638.7061403508771,-682.2289156626506,19700,0.936205026916076,600
10,25,25,1,2,10,100,265000.0,55.434782608695656,666.4215686274509,-764.329268292683,9200,0.8719037674902429,500
10,25,25,1,5,10,100,23750.0,50.0,630.2083333333334,-610.4166666666666,2400,1.0324232081911264,400
10,25,25,1,10,10,100,120000.0,66.66666666666666,818.75,-437.5,300,1.8714285714285714,100
10,25,25,2,1,10,100,1618750.0,57.868020304568525,638.7061403508771,-682.2289156626506,19700,0.936205026916076,600
10,25,25,2,2,10,100,265000.0,55.434782608695656,666.4215686274509,-764.329268292683,9200,0.8719037674902429,500
10,25,25,2,5,10,100,23750.0,50.0,630.2083333333334,-610.4166666666666,2400,1.0324232081911264,400
10,25,25,2,10,10,100,120000.0,66.66666666666666,818.75,-437.5,300,1.8714285714285714,100
10,25,50,1,1,10,100,2126250.0,68.36734693877551,602.0522388059702,-958.266129032258,19600,0.6282724814806674,400
10,25,50,1,2,10,100,287500.0,66.30434782608695,617.6229508196722,-1122.5806451612902,9200,0.5501813642359149,400
10,25,50,1,5,10,100,5000.0,58.333333333333336,605.3571428571429,-842.5,2400,0.7185247986434931,400
10,25,50,1,10,10,100,196250.0,100.0,654.1666666666666,0.0,300,654.1666666666666,0
10,25,50,2,1,10,100,2126250.0,68.36734693877551,602.0522388059702,-958.266129032258,19600,0.6282724814806674,400
10,25,50,2,2,10,100,287500.0,66.30434782608695,617.6229508196722,-1122.5806451612902,9200,0.5501813642359149,400
10,25,50,2,5,10,100,5000.0,58.333333333333336,605.3571428571429,-842.5,2400,0.7185247986434931,400
10,25,50,2,10,10,100,196250.0,100.0,654.1666666666666,0.0,300,654.1666666666666,0
10,25,75,1,1,10,100,2288750.0,74.87179487179488,596.318493150685,-1309.6938775510205,19500,0.4553113543339862,400
10,25,75,1,2,10,100,-650000.0,66.30434782608695,622.1311475409836,-1433.8709677419354,9200,0.4338822401298199,400
10,25,75,1,5,10,100,-38750.0,66.66666666666666,611.71875,-1271.875,2400,0.480958230958231,400
10,25,75,1,10,10,100,196250.0,100.0,654.1666666666666,0.0,300,654.1666666666666,0
10,25,75,2,1,10,100,2288750.0,74.87179487179488,596.318493150685,-1309.6938775510205,19500,0.4553113543339862,400
10,25,75,2,2,10,100,-650000.0,66.30434782608695,622.1311475409836,-1433.8709677419354,9200,0.4338822401298199,400
10,25,75,2,5,10,100,-38750.0,66.66666666666666,611.71875,-1271.875,2400,0.480958230958231,400
10,25,75,2,10,10,100,196250.0,100.0,654.1666666666666,0.0,300,654.1666666666666,0
10,25,100,1,1,10,100,2292500.0,78.8659793814433,583.8235294117648,-1619.5121951219512,19400,0.36049344436569813,400
10,25,100,1,2,10,100,-220000.0,72.82608695652173,605.4104477611941,-1710.5,9200,0.3539377069635744,300
10,25,100,1,5,10,100,68750.0,75.0,622.2222222222222,-1752.0833333333333,2400,0.355132778438367,300
10,25,100,1,10,10,100,196250.0,100.0,654.1666666666666,0.0,300,654.1666666666666,0
10,25,100,2,1,10,100,2292500.0,78.8659793814433,583.8235294117648,-1619.5121951219512,19400,0.36049344436569813,400
10,25,100,2,2,10,100,-220000.0,72.82608695652173,605.4104477611941,-1710.5,9200,0.3539377069635744,300
10,25,100,2,5,10,100,68750.0,75.0,622.2222222222222,-1752.0833333333333,2400,0.355132778438367,300
10,25,100,2,10,10,100,196250.0,100.0,654.1666666666666,0.0,300,654.1666666666666,0
10,25,125,1,1,10,100,3112500.0,82.9896907216495,586.2577639751553,-1917.0454545454545,19400,0.30581317859996243,400
10,25,125,1,2,10,100,671250.0,79.34782608695652,619.6917808219179,-2027.6315789473683,9200,0.3056234610153521,300
10,25,125,1,5,10,100,-100000.0,75.0,622.2222222222222,-2033.3333333333333,2400,0.30601092896174864,300
10,25,125,1,10,10,100,196250.0,100.0,654.1666666666666,0.0,300,654.1666666666666,0
10,25,125,2,1,10,100,3112500.0,82.9896907216495,586.2577639751553,-1917.0454545454545,19400,0.30581317859996243,400
10,25,125,2,2,10,100,671250.0,79.34782608695652,619.6917808219179,-2027.6315789473683,9200,0.3056234610153521,300
10,25,125,2,5,10,100,-100000.0,75.0,622.2222222222222,-2033.3333333333333,2400,0.30601092896174864,300
10,25,125,2,10,10,100,196250.0,100.0,654.1666666666666,0.0,300,654.1666666666666,0
10,25,150,1,1,10,100,2961250.0,84.89583333333334,596.4723926380368,-2331.4655172413795,19200,0.25583582009987893,400
10,25,150,1,2,10,100,680000.0,81.52173913043478,612.6666666666666,-2302.9411764705883,9200,0.2660366113239676,200
10,25,150,1,5,10,100,20000.0,79.16666666666666,605.921052631579,-2262.5,2400,0.26781041000290784,100
10,25,150,1,10,10,100,196250.0,100.0,654.1666666666666,0.0,300,654.1666666666666,0
10,25,150,2,1,10,100,2961250.0,84.89583333333334,596.4723926380368,-2331.4655172413795,19200,0.25583582009987893,400
10,25,150,2,2,10,100,680000.0,81.52173913043478,612.6666666666666,-2302.9411764705883,9200,0.2660366113239676,200
10,25,150,2,5,10,100,20000.0,79.16666666666666,605.921052631579,-2262.5,2400,0.26781041000290784,100
10,25,150,2,10,10,100,196250.0,100.0,654.1666666666666,0.0,300,654.1666666666666,0
10,25,175,1,1,10,100,3291250.0,86.38743455497382,598.6363636363636,-2533.173076923077,19100,0.23631877706654703,300
10,25,175,1,2,10,100,941250.0,83.69565217391305,612.8246753246754,-2518.3333333333335,9200,0.2433453376537427,200
10,25,175,1,5,10,100,520000.0,87.5,593.452380952381,-2420.8333333333335,2400,0.24514384066879763,100
10,25,175,1,10,10,100,196250.0,100.0,654.1666666666666,0.0,300,654.1666666666666,0
10,25,175,2,1,10,100,3291250.0,86.38743455497382,598.6363636363636,-2533.173076923077,19100,0.23631877706654703,300
10,25,175,2,2,10,100,941250.0,83.69565217391305,612.8246753246754,-2518.3333333333335,9200,0.2433453376537427,200
10,25,175,2,5,10,100,520000.0,87.5,593.452380952381,-2420.8333333333335,2400,0.24514384066879763,100
10,25,175,2,10,10,100,196250.0,100.0,654.1666666666666,0.0,300,654.1666666666666,0
10,25,200,1,1,10,100,3260000.0,87.89473684210526,597.8293413173652,-2923.3695652173915,19000,0.20450009072763561,200
10,25,200,1,2,10,100,688750.0,84.61538461538461,614.6103896103896,-2888.3928571428573,9100,0.2127862863566109,200
10,25,200,1,5,10,100,431250.0,87.5,583.3333333333334,-2645.8333333333335,2400,0.2204724409448819,200
10,25,200,1,10,10,100,196250.0,100.0,654.1666666666666,0.0,300,654.1666666666666,0
10,25,200,2,1,10,100,3260000.0,87.89473684210526,597.8293413173652,-2923.3695652173915,19000,0.20450009072763561,200
10,25,200,2,2,10,100,688750.0,84.61538461538461,614.6103896103896,-2888.3928571428573,9100,0.2127862863566109,200
10,25,200,2,5,10,100,431250.0,87.5,583.3333333333334,-2645.8333333333335,2400,0.2204724409448819,200
10,25,200,2,10,10,100,196250.0,100.0,654.1666666666666,0.0,300,654.1666666666666,0
10,50,10,1,1,10,100,220000.0,35.714285714285715,915.0,-490.87301587301585,19600,1.8640258690379952,1100
10,50,10,1,2,10,100,-797500.0,32.608695652173914,895.8333333333334,-562.0967741935484,9200,1.5937350549976088,700
10,50,10,1,5,10,100,-306250.0,25.0,837.5,-449.30555555555554,2400,1.8639876352395672,800
10,50,10,1,10,10,100,120000.0,66.66666666666666,818.75,-437.5,300,1.8714285714285714,100
10,50,10,2,1,10,100,220000.0,35.714285714285715,915.0,-490.87301587301585,19600,1.8640258690379952,1100
10,50,10,2,2,10,100,-797500.0,32.608695652173914,895.8333333333334,-562.0967741935484,9200,1.5937350549976088,700
10,50,10,2,5,10,100,-306250.0,25.0,837.5,-449.30555555555554,2400,1.8639876352395672,800
10,50,10,2,10,10,100,120000.0,66.66666666666666,818.75,-437.5,300,1.8714285714285714,100
10,50,25,1,1,10,100,922500.0,44.61538461538462,925.7183908045977,-660.300925925926,19500,1.4019643990449997,700
10,50,25,1,2,10,100,5000.0,44.565217391304344,946.9512195121952,-760.2941176470588,9200,1.2455064395905082,600
10,50,25,1,5,10,100,31250.0,45.83333333333333,855.6818181818181,-700.0,2400,1.2224025974025974,400
10,50,25,1,10,10,100,120000.0,66.66666666666666,818.75,-437.5,300,1.8714285714285714,100
10,50,25,2,1,10,100,922500.0,44.61538461538462,925.7183908045977,-660.300925925926,19500,1.4019643990449997,700
10,50,25,2,2,10,100,5000.0,44.565217391304344,946.9512195121952,-760.2941176470588,9200,1.2455064395905082,600
10,50,25,2,5,10,100,31250.0,45.83333333333333,855.6818181818181,-700.0,2400,1.2224025974025974,400
10,50,25,2,10,10,100,120000.0,66.66666666666666,818.75,-437.5,300,1.8714285714285714,100
10,50,50,1,1,10,100,52500.0,50.259067357512954,905.9278350515464,-909.8958333333334,19300,0.9956390631362158,600
10,50,50,1,2,10,100,-510000.0,52.17391304347826,909.6354166666666,-1108.2386363636363,9200,0.8207938135520807,600
10,50,50,1,5,10,100,-162500.0,50.0,841.6666666666666,-977.0833333333334,2400,0.8614072494669509,400
10,50,50,1,10,10,100,227500.0,100.0,758.3333333333334,0.0,300,758.3333333333334,0
10,50,50,2,1,10,100,52500.0,50.259067357512954,905.9278350515464,-909.8958333333334,19300,0.9956390631362158,600
10,50,50,2,2,10,100,-510000.0,52.17391304347826,909.6354166666666,-1108.2386363636363,9200,0.8207938135520807,600
10,50,50,2,5,10,100,-162500.0,50.0,841.6666666666666,-977.0833333333334,2400,0.8614072494669509,400
10,50,50,2,10,10,100,227500.0,100.0,758.3333333333334,0.0,300,758.3333333333334,0
10,50,75,1,1,10,100,207500.0,58.854166666666664,895.0221238938053,-1253.9556962025317,19200,0.7137589682030093,500
10,50,75,1,2,10,100,-1728750.0,52.17391304347826,912.2395833333334,-1388.0681818181818,9200,0.6572008459544276,500
10,50,75,1,5,10,100,-346250.0,54.166666666666664,842.3076923076923,-1310.2272727272727,2400,0.6428714390553072,400
10,50,75,1,10,10,100,227500.0,100.0,758.3333333333334,0.0,300,758.3333333333334,0
10,50,75,2,1,10,100,207500.0,58.854166666666664,895.0221238938053,-1253.9556962025317,19200,0.7137589682030093,500
10,50,75,2,2,10,100,-1728750.0,52.17391304347826,912.2395833333334,-1388.0681818181818,9200,0.6572008459544276,500
10,50,75,2,5,10,100,-346250.0,54.166666666666664,842.3076923076923,-1310.2272727272727,2400,0.6428714390553072,400
10,50,75,2,10,10,100,227500.0,100.0,758.3333333333334,0.0,300,758.3333333333334,0
10,50,100,1,1,10,100,201250.0,64.92146596858639,876.5120967741935,-1592.1641791044776,19100,0.5505161517119378,500
10,50,100,1,2,10,100,-1717500.0,58.24175824175825,891.5094339622641,-1695.3947368421052,9100,0.5258418081577965,500
10,50,100,1,5,10,100,-92500.0,66.66666666666666,832.03125,-1779.6875,2400,0.4675153643546971,300
10,50,100,1,10,10,100,227500.0,100.0,758.3333333333334,0.0,300,758.3333333333334,0
10,50,100,2,1,10,100,201250.0,64.92146596858639,876.5120967741935,-1592.1641791044776,19100,0.5505161517119378,500
10,50,100,2,2,10,100,-1717500.0,58.24175824175825,891.5094339622641,-1695.3947368421052,9100,0.5258418081577965,500
10,50,100,2,5,10,100,-92500.0,66.66666666666666,832.03125,-1779.6875,2400,0.4675153643546971,300
10,50,100,2,10,10,100,227500.0,100.0,758.3333333333334,0.0,300,758.3333333333334,0
10,50,125,1,1,10,100,913750.0,69.47368421052632,879.1666666666666,-1843.3189655172414,19000,0.4769476596905569,500
10,50,125,1,2,10,100,-332500.0,67.77777777777779,899.5901639344262,-2006.896551724138,9000,0.44824939440031547,400
10,50,125,1,5,10,100,-261250.0,66.66666666666666,832.03125,-1990.625,2400,0.41797488226059654,300
10,50,125,1,10,10,100,227500.0,100.0,758.3333333333334,0.0,300,758.3333333333334,0
10,50,125,2,1,10,100,913750.0,69.47368421052632,879.1666666666666,-1843.3189655172414,19000,0.4769476596905569,500
10,50,125,2,2,10,100,-332500.0,67.77777777777779,899.5901639344262,-2006.896551724138,9000,0.44824939440031547,400
10,50,125,2,5,10,100,-261250.0,66.66666666666666,832.03125,-1990.625,2400,0.41797488226059654,300
10,50,125,2,10,10,100,227500.0,100.0,758.3333333333334,0.0,300,758.3333333333334,0
10,50,150,1,1,10,100,-241250.0,71.65775401069519,869.4029850746268,-2243.632075471698,18700,0.38749801920702387,500
10,50,150,1,2,10,100,-911250.0,68.88888888888889,894.9596774193549,-2307.1428571428573,9000,0.3879082193148906,400
10,50,150,1,5,10,100,-428750.0,66.66666666666666,832.03125,-2200.0,2400,0.3781960227272727,300
10,50,150,1,10,10,100,227500.0,100.0,758.3333333333334,0.0,300,758.3333333333334,0
10,50,150,2,1,10,100,-241250.0,71.65775401069519,869.4029850746268,-2243.632075471698,18700,0.38749801920702387,500
10,50,150,2,2,10,100,-911250.0,68.88888888888889,894.9596774193549,-2307.1428571428573,9000,0.3879082193148906,400
10,50,150,2,5,10,100,-428750.0,66.66666666666666,832.03125,-2200.0,2400,0.3781960227272727,300
10,50,150,2,10,10,100,227500.0,100.0,758.3333333333334,0.0,300,758.3333333333334,0
10,50,175,1,1,10,100,1110000.0,75.67567567567568,883.75,-2502.777777777778,18500,0.35310765815760264,300
10,50,175,1,2,10,100,-936250.0,71.11111111111111,887.5,-2544.7115384615386,9000,0.3487625165312677,300
10,50,175,1,5,10,100,-313750.0,70.83333333333334,819.8529411764706,-2439.285714285714,2400,0.3361036947721988,300
10,50,175,1,10,10,100,227500.0,100.0,758.3333333333334,0.0,300,758.3333333333334,0
10,50,175,2,1,10,100,1110000.0,75.67567567567568,883.75,-2502.777777777778,18500,0.35310765815760264,300
10,50,175,2,2,10,100,-936250.0,71.11111111111111,887.5,-2544.7115384615386,9000,0.3487625165312677,300
10,50,175,2,5,10,100,-313750.0,70.83333333333334,819.8529411764706,-2439.285714285714,2400,0.3361036947721988,300
10,50,175,2,10,10,100,227500.0,100.0,758.3333333333334,0.0,300,758.3333333333334,0
10,50,200,1,1,10,100,150000.0,77.04918032786885,880.5851063829788,-2920.535714285714,18300,0.3015149248391734,300
10,50,200,1,2,10,100,-970000.0,72.72727272727273,884.1796875,-2761.9791666666665,8800,0.3201254007165755,300
10,50,200,1,5,10,100,-506250.0,70.83333333333334,807.3529411764706,-2683.9285714285716,2400,0.30081014441704823,300
10,50,200,1,10,10,100,227500.0,100.0,758.3333333333334,0.0,300,758.3333333333334,0
10,50,200,2,1,10,100,150000.0,77.04918032786885,880.5851063829788,-2920.535714285714,18300,0.3015149248391734,300
10,50,200,2,2,10,100,-970000.0,72.72727272727273,884.1796875,-2761.9791666666665,8800,0.3201254007165755,300
10,50,200,2,5,10,100,-506250.0,70.83333333333334,807.3529411764706,-2683.9285714285716,2400,0.30081014441704823,300
10,50,200,2,10,10,100,227500.0,100.0,758.3333333333334,0.0,300,758.3333333333334,0
10,75,10,1,1,10,100,-125000.0,27.17948717948718,1264.622641509434,-480.8098591549296,19500,2.630192824523466,1500
10,75,10,1,2,10,100,-1327500.0,21.50537634408602,1302.5,-538.6986301369863,9300,2.417863954227591,900
10,75,10,1,5,10,100,-782500.0,8.333333333333332,1200.0,-464.77272727272725,2400,2.5819070904645476,1200
10,75,10,1,10,10,100,-175000.0,0.0,0.0,-583.3333333333334,300,0.0,300
10,75,10,2,1,10,100,-125000.0,27.17948717948718,1264.622641509434,-480.8098591549296,19500,2.630192824523466,1500
10,75,10,2,2,10,100,-1327500.0,21.50537634408602,1302.5,-538.6986301369863,9300,2.417863954227591,900
10,75,10,2,5,10,100,-782500.0,8.333333333333332,1200.0,-464.77272727272725,2400,2.5819070904645476,1200
10,75,10,2,10,10,100,-175000.0,0.0,0.0,-583.3333333333334,300,0.0,300
10,75,25,1,1,10,100,1063750.0,37.11340206185567,1257.2916666666667,-654.8155737704918,19400,1.920069889949408,900
10,75,25,1,2,10,100,-292500.0,35.483870967741936,1294.6969696969697,-760.8333333333334,9300,1.7016827641143084,700
10,75,25,1,5,10,100,-552500.0,29.166666666666668,1119.642857142857,-786.0294117647059,2400,1.4244287050648137,400
10,75,25,1,10,10,100,-346250.0,0.0,0.0,-1154.1666666666667,300,0.0,300
10,75,25,2,1,10,100,1063750.0,37.11340206185567,1257.2916666666667,-654.8155737704918,19400,1.920069889949408,900
10,75,25,2,2,10,100,-292500.0,35.483870967741936,1294.6969696969697,-760.8333333333334,9300,1.7016827641143084,700
10,75,25,2,5,10,100,-552500.0,29.166666666666668,1119.642857142857,-786.0294117647059,2400,1.4244287050648137,400
10,75,25,2,10,10,100,-346250.0,0.0,0.0,-1154.1666666666667,300,0.0,300
10,75,50,1,1,10,100,446250.0,43.455497382198956,1237.5,-909.7222222222222,19100,1.3603053435114505,900
10,75,50,1,2,10,100,-630000.0,43.01075268817204,1269.0625,-1076.6509433962265,9300,1.1787130339539977,700
10,75,50,1,5,10,100,-673750.0,33.33333333333333,1195.3125,-1018.75,2400,1.1733128834355828,400
10,75,50,1,10,10,100,-371250.0,0.0,0.0,-1237.5,300,0.0,300
10,75,50,2,1,10,100,446250.0,43.455497382198956,1237.5,-909.7222222222222,19100,1.3603053435114505,900
10,75,50,2,2,10,100,-630000.0,43.01075268817204,1269.0625,-1076.6509433962265,9300,1.1787130339539977,700
10,75,50,2,5,10,100,-673750.0,33.33333333333333,1195.3125,-1018.75,2400,1.1733128834355828,400
10,75,50,2,10,10,100,-371250.0,0.0,0.0,-1237.5,300,0.0,300
10,75,75,1,1,10,100,-240000.0,51.05263157894737,1214.0463917525774,-1292.0698924731182,19000,0.9396135602454152,600
10,75,75,1,2,10,100,-2038750.0,45.16129032258064,1258.3333333333333,-1436.0294117647059,9300,0.8762587472264891,700
10,75,75,1,5,10,100,-1211250.0,37.5,1140.2777777777778,-1491.6666666666667,2400,0.7644320297951582,400
10,75,75,1,10,10,100,-398750.0,0.0,0.0,-1329.1666666666667,300,0.0,300
10,75,75,2,1,10,100,-240000.0,51.05263157894737,1214.0463917525774,-1292.0698924731182,19000,0.9396135602454152,600
10,75,75,2,2,10,100,-2038750.0,45.16129032258064,1258.3333333333333,-1436.0294117647059,9300,0.8762587472264891,700
10,75,75,2,5,10,100,-1211250.0,37.5,1140.2777777777778,-1491.6666666666667,2400,0.7644320297951582,400
10,75,75,2,10,10,100,-398750.0,0.0,0.0,-1329.1666666666667,300,0.0,300
10,75,100,1,1,10,100,236250.0,57.67195767195767,1204.1284403669724,-1611.09375,18900,0.7473981202937274,600
