ENTRY_OFFSET,TAKE_PROFIT_OFFSET,STOP_LOSS_OFFSET,TRAIL_TRIGGER,RE_ENTRY_DISTANCE,MAX_OPEN_TRADES,MAX_CONTRACTS_PER_TRADE,TOTAL_PNL,WIN_RATE,AVERAGE_WINN,AVERAGE_LOSS,NUM_OF_TRADE,REWARD_TO_RISK,MAX_CONSECUTIVE_LOSE
25,10,50,10,2,10,1,6565.549500000292,78.9237668161435,246.51056647727347,-783.410855319146,223,0.3146631997802098,6
25,10,75,10,1,10,1,-5505.760150000219,81.81818181818183,220.5441652777771,-1061.2707456250005,440,0.2078114055126384,5
25,10,75,10,2,10,1,3860.9001000002754,82.95964125560538,243.85166891891973,-1085.5699644736815,223,0.2246300808784321,4
25,10,100,10,1,10,1,-1857.275050000203,85.45454545454545,225.5567269946801,-1354.1656937500002,440,0.16656508729744954,5
25,10,100,10,2,10,1,10713.62935000011,87.4439461883408,249.88312205128258,-1357.6278375000006,223,0.18405863164343259,4
25,15,50,10,1,10,1,1070.5362500002138,72.04545454545455,290.93730851734995,-741.1104922764204,440,0.3925694097565627,7
25,15,50,10,2,10,1,8894.740200000433,73.99103139013454,324.27859666666814,-769.1591077586179,223,0.4216014520215955,6
25,15,75,10,1,10,1,-4361.158400000204,77.72727272727272,290.6121347953215,-1058.6786581632668,440,0.2745045746926769,6
25,15,75,10,2,10,1,8326.505050000287,79.82062780269058,320.68495786516974,-1083.45372111111,223,0.29598399231699435,4
25,15,100,10,1,10,1,-1122.5469000001349,82.04545454545455,293.4422349030467,-1355.1290341772153,440,0.21654191409249385,5
25,15,100,10,2,10,1,16707.8072500002,85.20179372197309,323.59319526315886,-1356.8151469696968,223,0.2384946807130434,4
25,25,50,10,1,10,1,-3679.1449999995166,62.727272727272734,419.97872844202925,-729.2272807926802,440,0.5759229522865719,10
25,25,50,10,2,10,1,9342.425100000308,65.91928251121077,450.17170170068044,-747.8001980263122,223,0.6019946275607173,6
25,25,75,10,1,10,1,-7644.07314999994,70.22727272727273,417.27956925566406,-1042.6218324427484,440,0.400221399812839,6
25,25,75,10,2,10,1,12952.97785000025,74.43946188340807,443.18028042168766,-1063.4201526315776,223,0.41674993587903886,4
25,25,100,10,1,10,1,81.01705000017319,76.36363636363637,418.14679404761944,-1350.1567860576918,440,0.30970239779971165,5
25,25,100,10,2,10,1,23422.949650000148,81.16591928251121,443.14442651933774,-1352.0521797619047,223,0.3277568966290747,4
25,35,50,10,1,10,1,2399.3674000004376,57.95454545454546,537.6481839215688,-728.1130783783758,440,0.7384130293593919,10
25,35,50,10,2,10,1,7883.581450000453,59.19282511210763,569.6033318181833,-739.605036813184,223,0.7701452849381537,6
25,35,75,10,1,10,1,-2311.4416999999785,65.9090909090909,538.7147910344831,-1056.9248740000003,440,0.5097001729135983,6
25,35,75,10,2,10,1,11689.74425000029,69.05829596412556,565.8684496753259,-1093.5361884057963,223,0.5174665966018674,4
25,35,100,10,1,10,1,6714.212100000144,72.5,542.2088067398122,-1373.9702252066118,440,0.3946292261597424,5
25,35,100,10,2,10,1,18242.56030000017,75.33632286995515,568.6846339285727,-1405.3901490909095,223,0.4046453821356525,4
