ENTRY_OFFSET,TAKE_PROFIT_OFFSET,STOP_LOSS_OFFSET,TRAIL_TRIGGER,RE_ENTRY_DISTANCE,MAX_OPEN_TRADES,MAX_CONTRACTS_PER_TRADE,TOTAL_PNL,WIN_RATE,AVERAGE_WINN,AVERAGE_LOSS,NUM_OF_TRADE,REWARD_TO_RISK
10,800,150,1,10,10,1,145550.0,21.893491124260358,4470.27027027027,-804.0719696969697,677,5.559539989877994
10,800,150,2,1,10,1,221850.0,17.330210772833723,7242.060810810811,-848.0524079320113,856,8.539638285410552
10,800,150,2,2,10,1,234912.5,17.577197149643705,7242.060810810811,-850.2881844380404,844,8.517183871721238
10,800,150,2,5,10,1,247075.0,17.632241813602015,7295.357142857143,-844.6100917431193,795,8.637544370090195
10,800,150,2,10,10,1,180600.0,16.86390532544379,7357.894736842105,-888.3007117437722,677,8.283112508598855
10,800,175,1,1,10,1,153725.0,23.653395784543328,4404.084158415842,-855.0613496932515,856,5.1506060471518005
10,800,175,1,2,10,1,156087.5,23.75296912114014,4410.625,-860.981308411215,844,5.122788331071913
10,800,175,1,5,10,1,173275.0,24.181360201511335,4451.5625,-847.3006644518273,795,5.253816840660686
10,800,175,1,10,10,1,151525.0,24.556213017751478,4469.72891566265,-873.5294117647059,677,5.1168613849336735
10,800,175,2,1,10,1,248437.5,19.672131147540984,7169.940476190476,-935.4956268221574,856,7.664322815218803
10,800,175,2,2,10,1,263637.5,19.95249406175772,7169.940476190476,-938.0192878338279,844,7.643702607382468
10,800,175,2,5,10,1,280850.0,20.151133501259448,7212.96875,-929.8895899053628,795,7.756801267916208
10,800,175,2,10,10,1,200737.5,19.82248520710059,7250.186567164179,-968.5885608856089,677,7.4853109565274245
10,800,200,1,1,10,1,156550.0,24.59016393442623,4365.952380952381,-935.0931677018633,856,4.669002546219418
10,800,200,1,2,10,1,161612.5,24.70308788598575,4371.875,-939.3927444794953,844,4.6539373714477605
10,800,200,1,5,10,1,182950.0,25.188916876574307,4409.625,-922.7693602693603,795,4.778685974914481
10,800,200,1,10,10,1,158387.5,25.7396449704142,4420.689655172414,-955.4780876494024,677,4.6266782172345495
10,800,200,2,1,10,1,227612.5,20.140515222482435,7182.122093023256,-1037.3900293255133,856,6.923261155394855
10,800,200,2,2,10,1,245800.0,20.42755344418052,7182.122093023256,-1038.097014925373,844,6.918546137558796
10,800,200,2,5,10,1,268912.5,20.65491183879093,7224.695121951219,-1028.6904761904761,795,7.023196276402065
10,800,200,2,10,10,1,198762.5,20.414201183431953,7263.04347826087,-1077.3234200743495,677,6.741748432202118
10,1600,10,1,1,10,1,90237.5,7.925407925407925,4377.941176470588,-252.21518987341773,858,17.357959997047754
10,1600,10,1,2,10,1,88812.5,7.801418439716312,4396.969696969697,-253.33333333333334,846,17.35645933014354
10,1600,10,1,5,10,1,96337.5,7.788944723618091,4468.548387096775,-251.80517711171663,796,17.746054463027363
10,1600,10,1,10,10,1,85525.0,7.669616519174041,4450.961538461538,-261.9009584664537,678,16.994827222183122
10,1600,10,2,1,10,1,118650.0,5.827505827505827,7455.0,-256.8997524752475,858,29.019101529567628
10,1600,10,2,2,10,1,121812.5,5.91016548463357,7455.0,-256.59547738693465,846,29.05351285189719
10,1600,10,2,5,10,1,129862.5,6.030150753768844,7504.166666666667,-255.38101604278074,796,29.384199275836497
10,1600,10,2,10,10,1,112375.0,5.899705014749262,7735.0,-264.6551724137931,678,29.226710097719874
10,1600,25,1,1,10,1,96450.0,9.813084112149532,4361.9047619047615,-323.5103626943005,857,13.483044949711616
10,1600,25,1,2,10,1,95025.0,9.715639810426541,4376.829268292683,-325.59055118110234,845,13.442740437077891
10,1600,25,1,5,10,1,105625.0,9.798994974874372,4432.692307692308,-325.13927576601674,796,13.633210867093924
10,1600,25,1,10,10,1,94612.5,9.43952802359882,4483.59375,-336.40065146579803,678,13.328136347131446
10,1600,25,2,1,10,1,123312.5,7.009345794392523,7580.0,-331.78391959798995,857,22.84619462324877
10,1600,25,2,2,10,1,126475.0,7.109004739336493,7580.0,-332.62117346938777,845,22.788687565909306
10,1600,25,2,5,10,1,138200.0,7.2864321608040195,7625.0,-331.2669376693767,796,23.017690970446875
10,1600,25,2,10,10,1,102912.5,6.784660766961652,7709.239130434783,-342.2072784810127,678,22.52798118337664
10,1600,50,1,1,10,1,117437.5,12.646370023419204,4221.527777777777,-425.5026809651475,856,9.921271866495147
10,1600,50,1,2,10,1,113275.0,12.589073634204276,4230.424528301887,-429.0421195652174,844,9.860161358024508
10,1600,50,1,5,10,1,132712.5,12.846347607052897,4267.401960784314,-426.6257225433526,795,10.002683230968737
10,1600,50,1,10,10,1,106100.0,12.42603550295858,4313.392857142857,-444.6368243243243,677,9.700934833046144
10,1600,50,2,1,10,1,171537.5,9.367681498829041,7361.5625,-440.8268733850129,856,16.699441310082065
10,1600,50,2,2,10,1,175887.5,9.501187648456057,7361.5625,-443.40551181102364,844,16.602325194228634
10,1600,50,2,5,10,1,196450.0,9.82367758186398,7389.423076923077,-440.8868715083799,795,16.76036088723188
10,1600,50,2,10,10,1,131550.0,9.171597633136095,7458.870967741936,-459.8941368078176,677,16.218669408387953
10,1600,75,1,1,10,1,149587.5,16.627634660421545,4224.471830985915,-505.72331460674155,856,8.353326233873421
10,1600,75,1,2,10,1,148350.0,16.6270783847981,4231.25,-508.15527065527067,844,8.32668722405214
10,1600,75,1,5,10,1,161187.5,16.876574307304786,4267.910447761194,-508.75,795,8.389013165132567
10,1600,75,1,10,10,1,138475.0,16.86390532544379,4315.789473684211,-531.9395017793594,677,8.113308861717767
10,1600,75,2,1,10,1,199175.0,12.412177985948478,7211.084905660377,-543.1818181818181,856,13.275637483224127
10,1600,75,2,2,10,1,207250.0,12.589073634204276,7211.084905660377,-544.53125,844,13.24273842072494
10,1600,75,2,5,10,1,208537.5,12.594458438287154,7265.75,-547.2982708933718,795,13.275667741723161
10,1600,75,2,10,10,1,141850.0,11.834319526627219,7347.5,-575.503355704698,677,12.767084548104956
10,1600,100,1,1,10,1,179725.0,19.20374707259953,4196.951219512195,-587.8623188405797,856,7.139343831034612
10,1600,100,1,2,10,1,179550.0,19.239904988123516,4202.469135802469,-591.5808823529412,844,7.103794698516386
10,1600,100,1,5,10,1,190550.0,19.395465994962215,4242.694805194805,-587.65625,795,7.219688049254653
10,1600,100,1,10,10,1,177500.0,19.82248520710059,4279.664179104478,-609.7324723247233,677,7.018921204552921
10,1600,100,2,1,10,1,241575.0,14.988290398126464,7132.8125,-635.1584022038568,856,11.229974247763622
10,1600,100,2,2,10,1,251300.0,15.201900237529692,7132.8125,-637.1498599439776,844,11.194874155080507
10,1600,100,2,5,10,1,252112.5,15.113350125944585,7187.708333333333,-636.1275964391691,795,11.299161321671527
10,1600,100,2,10,10,1,197000.0,14.792899408284024,7237.5,-665.1475694444445,677,10.881044045676997
10,1600,125,1,1,10,1,143612.5,20.140515222482435,4224.418604651163,-679.0689149560118,856,6.220898220506544
10,1600,125,1,2,10,1,143825.0,20.19002375296912,4230.0,-684.1889880952381,844,6.182502310912946
10,1600,125,1,5,10,1,160375.0,20.40302267002519,4269.598765432099,-680.4588607594936,795,6.274587652024385
10,1600,125,1,10,10,1,138200.0,20.118343195266274,4265.808823529412,-713.3796296296297,677,5.979717735624329
10,1600,125,2,1,10,1,228475.0,16.159250585480095,7170.471014492754,-736.1382681564246,856,9.740657869139708
10,1600,125,2,2,10,1,239287.5,16.389548693586697,7170.471014492754,-738.4232954545455,844,9.710515714538614
10,1600,125,2,5,10,1,245650.0,16.3727959697733,7223.461538461538,-738.1400602409639,795,9.786031036038686
10,1600,125,2,10,10,1,175037.5,15.384615384615385,7268.2692307692305,-778.4965034965035,677,9.336290141477656
10,1600,150,1,1,10,1,142900.0,21.54566744730679,4386.95652173913,-776.3805970149253,856,5.650523130802552
10,1600,150,1,2,10,1,145025.0,21.61520190023753,4393.956043956044,-780.9469696969697,844,5.626446115363028
10,1600,150,1,5,10,1,163437.5,21.91435768261965,4438.362068965517,-770.483870967742,795,5.7604866710458875
10,1600,150,1,10,10,1,145125.0,21.893491124260358,4464.527027027027,-804.0719696969697,677,5.5523972918861615
10,1600,150,2,1,10,1,225750.0,17.330210772833723,7267.060810810811,-848.0524079320113,856,8.569117595611395
10,1600,150,2,2,10,1,238812.5,17.577197149643705,7267.060810810811,-850.2881844380404,844,8.54658566802695
10,1600,150,2,5,10,1,250975.0,17.632241813602015,7321.785714285715,-844.6100917431193,795,8.668835224517506
10,1600,150,2,10,10,1,184412.5,16.86390532544379,7385.087719298245,-888.3007117437722,677,8.31372487003979
10,1600,175,1,1,10,1,152700.0,23.653395784543328,4393.935643564357,-855.0613496932515,856,5.138737290769436
10,1600,175,1,2,10,1,155062.5,23.75296912114014,4400.375,-860.981308411215,844,5.110883310719132
10,1600,175,1,5,10,1,172250.0,24.181360201511335,4440.885416666667,-847.3006644518273,795,5.24121554836707
10,1600,175,1,10,10,1,151100.0,24.556213017751478,4464.608433734939,-873.5294117647059,677,5.110999553770638
10,1600,175,2,1,10,1,252337.5,19.672131147540984,7191.964285714285,-935.4956268221574,856,7.687865212310089
10,1600,175,2,2,10,1,267537.5,19.95249406175772,7191.964285714285,-938.0192878338279,844,7.667181665659264
10,1600,175,2,5,10,1,284750.0,20.151133501259448,7236.09375,-929.8895899053628,795,7.781669811720804
10,1600,175,2,10,10,1,204550.0,19.82248520710059,7273.320895522388,-968.5885608856089,677,7.509195533831391
10,1600,200,1,1,10,1,155337.5,24.59016393442623,4356.190476190476,-935.0931677018633,856,4.658563046606886
10,1600,200,1,2,10,1,160400.0,24.70308788598575,4362.0192307692305,-939.3927444794953,844,4.643445732792163
10,1600,200,1,5,10,1,181737.5,25.188916876574307,4399.375,-922.7693602693603,795,4.7675781071835805
10,1600,200,1,10,10,1,157775.0,25.7396449704142,4415.80459770115,-955.4780876494024,677,4.621565533297148
10,1600,200,2,1,10,1,231350.0,20.140515222482435,7203.633720930233,-1037.3900293255133,856,6.943997452543347
10,1600,200,2,2,10,1,249537.5,20.42755344418052,7203.633720930233,-1038.097014925373,844,6.939268312459302
10,1600,200,2,5,10,1,272650.0,20.65491183879093,7247.256097560976,-1028.6904761904761,795,7.045128019848652
10,1600,200,2,10,10,1,202412.5,20.414201183431953,7285.507246376812,-1077.3234200743495,677,6.762599893979856
10,3200,10,1,1,10,1,90237.5,7.925407925407925,4377.941176470588,-252.21518987341773,858,17.357959997047754
10,3200,10,1,2,10,1,88812.5,7.801418439716312,4396.969696969697,-253.33333333333334,846,17.35645933014354
10,3200,10,1,5,10,1,96337.5,7.788944723618091,4468.548387096775,-251.80517711171663,796,17.746054463027363
10,3200,10,1,10,10,1,85525.0,7.669616519174041,4450.961538461538,-261.9009584664537,678,16.994827222183122
10,3200,10,2,1,10,1,118650.0,5.827505827505827,7455.0,-256.8997524752475,858,29.019101529567628
10,3200,10,2,2,10,1,121812.5,5.91016548463357,7455.0,-256.59547738693465,846,29.05351285189719
10,3200,10,2,5,10,1,129862.5,6.030150753768844,7504.166666666667,-255.38101604278074,796,29.384199275836497
10,3200,10,2,10,10,1,112375.0,5.899705014749262,7735.0,-264.6551724137931,678,29.226710097719874
10,3200,25,1,1,10,1,96450.0,9.813084112149532,4361.9047619047615,-323.5103626943005,857,13.483044949711616
10,3200,25,1,2,10,1,95025.0,9.715639810426541,4376.829268292683,-325.59055118110234,845,13.442740437077891
10,3200,25,1,5,10,1,105625.0,9.798994974874372,4432.692307692308,-325.13927576601674,796,13.633210867093924
10,3200,25,1,10,10,1,94612.5,9.43952802359882,4483.59375,-336.40065146579803,678,13.328136347131446
10,3200,25,2,1,10,1,123312.5,7.009345794392523,7580.0,-331.78391959798995,857,22.84619462324877
10,3200,25,2,2,10,1,126475.0,7.109004739336493,7580.0,-332.62117346938777,845,22.788687565909306
10,3200,25,2,5,10,1,138200.0,7.2864321608040195,7625.0,-331.2669376693767,796,23.017690970446875
10,3200,25,2,10,10,1,102912.5,6.784660766961652,7709.239130434783,-342.2072784810127,678,22.52798118337664
10,3200,50,1,1,10,1,117437.5,12.646370023419204,4221.527777777777,-425.5026809651475,856,9.921271866495147
10,3200,50,1,2,10,1,113275.0,12.589073634204276,4230.424528301887,-429.0421195652174,844,9.860161358024508
10,3200,50,1,5,10,1,132712.5,12.846347607052897,4267.401960784314,-426.6257225433526,795,10.002683230968737
10,3200,50,1,10,10,1,106100.0,12.42603550295858,4313.392857142857,-444.6368243243243,677,9.700934833046144
10,3200,50,2,1,10,1,171537.5,9.367681498829041,7361.5625,-440.8268733850129,856,16.699441310082065
10,3200,50,2,2,10,1,175887.5,9.501187648456057,7361.5625,-443.40551181102364,844,16.602325194228634
10,3200,50,2,5,10,1,196450.0,9.82367758186398,7389.423076923077,-440.8868715083799,795,16.76036088723188
10,3200,50,2,10,10,1,131550.0,9.171597633136095,7458.870967741936,-459.8941368078176,677,16.218669408387953
10,3200,75,1,1,10,1,149587.5,16.627634660421545,4224.471830985915,-505.72331460674155,856,8.353326233873421
10,3200,75,1,2,10,1,148350.0,16.6270783847981,4231.25,-508.15527065527067,844,8.32668722405214
10,3200,75,1,5,10,1,161187.5,16.876574307304786,4267.910447761194,-508.75,795,8.389013165132567
10,3200,75,1,10,10,1,138475.0,16.86390532544379,4315.789473684211,-531.9395017793594,677,8.113308861717767
10,3200,75,2,1,10,1,199175.0,12.412177985948478,7211.084905660377,-543.1818181818181,856,13.275637483224127
10,3200,75,2,2,10,1,207250.0,12.589073634204276,7211.084905660377,-544.53125,844,13.24273842072494
10,3200,75,2,5,10,1,208537.5,12.594458438287154,7265.75,-547.2982708933718,795,13.275667741723161
10,3200,75,2,10,10,1,141850.0,11.834319526627219,7347.5,-575.503355704698,677,12.767084548104956
10,3200,100,1,1,10,1,179725.0,19.20374707259953,4196.951219512195,-587.8623188405797,856,7.139343831034612
10,3200,100,1,2,10,1,179550.0,19.239904988123516,4202.469135802469,-591.5808823529412,844,7.103794698516386
10,3200,100,1,5,10,1,190550.0,19.395465994962215,4242.694805194805,-587.65625,795,7.219688049254653
10,3200,100,1,10,10,1,177500.0,19.82248520710059,4279.664179104478,-609.7324723247233,677,7.018921204552921
10,3200,100,2,1,10,1,241575.0,14.988290398126464,7132.8125,-635.1584022038568,856,11.229974247763622
10,3200,100,2,2,10,1,251300.0,15.201900237529692,7132.8125,-637.1498599439776,844,11.194874155080507
10,3200,100,2,5,10,1,252112.5,15.113350125944585,7187.708333333333,-636.1275964391691,795,11.299161321671527
10,3200,100,2,10,10,1,197000.0,14.792899408284024,7237.5,-665.1475694444445,677,10.881044045676997
10,3200,125,1,1,10,1,143612.5,20.140515222482435,4224.418604651163,-679.0689149560118,856,6.220898220506544
10,3200,125,1,2,10,1,143825.0,20.19002375296912,4230.0,-684.1889880952381,844,6.182502310912946
10,3200,125,1,5,10,1,160375.0,20.40302267002519,4269.598765432099,-680.4588607594936,795,6.274587652024385
10,3200,125,1,10,10,1,138200.0,20.118343195266274,4265.808823529412,-713.3796296296297,677,5.979717735624329
10,3200,125,2,1,10,1,228475.0,16.159250585480095,7170.471014492754,-736.1382681564246,856,9.740657869139708
10,3200,125,2,2,10,1,239287.5,16.389548693586697,7170.471014492754,-738.4232954545455,844,9.710515714538614
10,3200,125,2,5,10,1,245650.0,16.3727959697733,7223.461538461538,-738.1400602409639,795,9.786031036038686
10,3200,125,2,10,10,1,175037.5,15.384615384615385,7268.2692307692305,-778.4965034965035,677,9.336290141477656
10,3200,150,1,1,10,1,142900.0,21.54566744730679,4386.95652173913,-776.3805970149253,856,5.650523130802552
10,3200,150,1,2,10,1,145025.0,21.61520190023753,4393.956043956044,-780.9469696969697,844,5.626446115363028
10,3200,150,1,5,10,1,163437.5,21.91435768261965,4438.362068965517,-770.483870967742,795,5.7604866710458875
10,3200,150,1,10,10,1,145125.0,21.893491124260358,4464.527027027027,-804.0719696969697,677,5.5523972918861615
10,3200,150,2,1,10,1,225750.0,17.330210772833723,7267.060810810811,-848.0524079320113,856,8.569117595611395
10,3200,150,2,2,10,1,238812.5,17.577197149643705,7267.060810810811,-850.2881844380404,844,8.54658566802695
10,3200,150,2,5,10,1,250975.0,17.632241813602015,7321.785714285715,-844.6100917431193,795,8.668835224517506
10,3200,150,2,10,10,1,184412.5,16.86390532544379,7385.087719298245,-888.3007117437722,677,8.31372487003979
10,3200,175,1,1,10,1,152700.0,23.653395784543328,4393.935643564357,-855.0613496932515,856,5.138737290769436
10,3200,175,1,2,10,1,155062.5,23.75296912114014,4400.375,-860.981308411215,844,5.110883310719132
10,3200,175,1,5,10,1,172250.0,24.181360201511335,4440.885416666667,-847.3006644518273,795,5.24121554836707
10,3200,175,1,10,10,1,151100.0,24.556213017751478,4464.608433734939,-873.5294117647059,677,5.110999553770638
10,3200,175,2,1,10,1,252337.5,19.672131147540984,7191.964285714285,-935.4956268221574,856,7.687865212310089
10,3200,175,2,2,10,1,267537.5,19.95249406175772,7191.964285714285,-938.0192878338279,844,7.667181665659264
10,3200,175,2,5,10,1,284750.0,20.151133501259448,7236.09375,-929.8895899053628,795,7.781669811720804
10,3200,175,2,10,10,1,204550.0,19.82248520710059,7273.320895522388,-968.5885608856089,677,7.509195533831391
10,3200,200,1,1,10,1,155337.5,24.59016393442623,4356.190476190476,-935.0931677018633,856,4.658563046606886
10,3200,200,1,2,10,1,160400.0,24.70308788598575,4362.0192307692305,-939.3927444794953,844,4.643445732792163
10,3200,200,1,5,10,1,181737.5,25.188916876574307,4399.375,-922.7693602693603,795,4.7675781071835805
10,3200,200,1,10,10,1,157775.0,25.7396449704142,4415.80459770115,-955.4780876494024,677,4.621565533297148
10,3200,200,2,1,10,1,231350.0,20.140515222482435,7203.633720930233,-1037.3900293255133,856,6.943997452543347
10,3200,200,2,2,10,1,249537.5,20.42755344418052,7203.633720930233,-1038.097014925373,844,6.939268312459302
10,3200,200,2,5,10,1,272650.0,20.65491183879093,7247.256097560976,-1028.6904761904761,795,7.045128019848652
10,3200,200,2,10,10,1,202412.5,20.414201183431953,7285.507246376812,-1077.3234200743495,677,6.762599893979856
10,6400,10,1,1,10,1,90237.5,7.925407925407925,4377.941176470588,-252.21518987341773,858,17.357959997047754
10,6400,10,1,2,10,1,88812.5,7.801418439716312,4396.969696969697,-253.33333333333334,846,17.35645933014354
10,6400,10,1,5,10,1,96337.5,7.788944723618091,4468.548387096775,-251.80517711171663,796,17.746054463027363
10,6400,10,1,10,10,1,85525.0,7.669616519174041,4450.961538461538,-261.9009584664537,678,16.994827222183122
10,6400,10,2,1,10,1,118650.0,5.827505827505827,7455.0,-256.8997524752475,858,29.019101529567628
10,6400,10,2,2,10,1,121812.5,5.91016548463357,7455.0,-256.59547738693465,846,29.05351285189719
10,6400,10,2,5,10,1,129862.5,6.030150753768844,7504.166666666667,-255.38101604278074,796,29.384199275836497
10,6400,10,2,10,10,1,112375.0,5.899705014749262,7735.0,-264.6551724137931,678,29.226710097719874
10,6400,25,1,1,10,1,96450.0,9.813084112149532,4361.9047619047615,-323.5103626943005,857,13.483044949711616
10,6400,25,1,2,10,1,95025.0,9.715639810426541,4376.829268292683,-325.59055118110234,845,13.442740437077891
10,6400,25,1,5,10,1,105625.0,9.798994974874372,4432.692307692308,-325.13927576601674,796,13.633210867093924
10,6400,25,1,10,10,1,94612.5,9.43952802359882,4483.59375,-336.40065146579803,678,13.328136347131446
10,6400,25,2,1,10,1,123312.5,7.009345794392523,7580.0,-331.78391959798995,857,22.84619462324877
10,6400,25,2,2,10,1,126475.0,7.109004739336493,7580.0,-332.62117346938777,845,22.788687565909306
10,6400,25,2,5,10,1,138200.0,7.2864321608040195,7625.0,-331.2669376693767,796,23.017690970446875
10,6400,25,2,10,10,1,102912.5,6.784660766961652,7709.239130434783,-342.2072784810127,678,22.52798118337664
10,6400,50,1,1,10,1,117437.5,12.646370023419204,4221.527777777777,-425.5026809651475,856,9.921271866495147
10,6400,50,1,2,10,1,113275.0,12.589073634204276,4230.424528301887,-429.0421195652174,844,9.860161358024508
10,6400,50,1,5,10,1,132712.5,12.846347607052897,4267.401960784314,-426.6257225433526,795,10.002683230968737
10,6400,50,1,10,10,1,106100.0,12.42603550295858,4313.392857142857,-444.6368243243243,677,9.700934833046144
10,6400,50,2,1,10,1,171537.5,9.367681498829041,7361.5625,-440.8268733850129,856,16.699441310082065
10,6400,50,2,2,10,1,175887.5,9.501187648456057,7361.5625,-443.40551181102364,844,16.602325194228634
10,6400,50,2,5,10,1,196450.0,9.82367758186398,7389.423076923077,-440.8868715083799,795,16.76036088723188
10,6400,50,2,10,10,1,131550.0,9.171597633136095,7458.870967741936,-459.8941368078176,677,16.218669408387953
10,6400,75,1,1,10,1,149587.5,16.627634660421545,4224.471830985915,-505.72331460674155,856,8.353326233873421
10,6400,75,1,2,10,1,148350.0,16.6270783847981,4231.25,-508.15527065527067,844,8.32668722405214
10,6400,75,1,5,10,1,161187.5,16.876574307304786,4267.910447761194,-508.75,795,8.389013165132567
10,6400,75,1,10,10,1,138475.0,16.86390532544379,4315.789473684211,-531.9395017793594,677,8.113308861717767
10,6400,75,2,1,10,1,199175.0,12.412177985948478,7211.084905660377,-543.1818181818181,856,13.275637483224127
10,6400,75,2,2,10,1,207250.0,12.589073634204276,7211.084905660377,-544.53125,844,13.24273842072494
10,6400,75,2,5,10,1,208537.5,12.594458438287154,7265.75,-547.2982708933718,795,13.275667741723161
10,6400,75,2,10,10,1,141850.0,11.834319526627219,7347.5,-575.503355704698,677,12.767084548104956
10,6400,100,1,1,10,1,179725.0,19.20374707259953,4196.951219512195,-587.8623188405797,856,7.139343831034612
10,6400,100,1,2,10,1,179550.0,19.239904988123516,4202.469135802469,-591.5808823529412,844,7.103794698516386
10,6400,100,1,5,10,1,190550.0,19.395465994962215,4242.694805194805,-587.65625,795,7.219688049254653
10,6400,100,1,10,10,1,177500.0,19.82248520710059,4279.664179104478,-609.7324723247233,677,7.018921204552921
10,6400,100,2,1,10,1,241575.0,14.988290398126464,7132.8125,-635.1584022038568,856,11.229974247763622
10,6400,100,2,2,10,1,251300.0,15.201900237529692,7132.8125,-637.1498599439776,844,11.194874155080507
10,6400,100,2,5,10,1,252112.5,15.113350125944585,7187.708333333333,-636.1275964391691,795,11.299161321671527
10,6400,100,2,10,10,1,197000.0,14.792899408284024,7237.5,-665.1475694444445,677,10.881044045676997
10,6400,125,1,1,10,1,143612.5,20.140515222482435,4224.418604651163,-679.0689149560118,856,6.220898220506544
10,6400,125,1,2,10,1,143825.0,20.19002375296912,4230.0,-684.1889880952381,844,6.182502310912946
10,6400,125,1,5,10,1,160375.0,20.40302267002519,4269.598765432099,-680.4588607594936,795,6.274587652024385
10,6400,125,1,10,10,1,138200.0,20.118343195266274,4265.808823529412,-713.3796296296297,677,5.979717735624329
10,6400,125,2,1,10,1,228475.0,16.159250585480095,7170.471014492754,-736.1382681564246,856,9.740657869139708
10,6400,125,2,2,10,1,239287.5,16.389548693586697,7170.471014492754,-738.4232954545455,844,9.710515714538614
10,6400,125,2,5,10,1,245650.0,16.3727959697733,7223.461538461538,-738.1400602409639,795,9.786031036038686
10,6400,125,2,10,10,1,175037.5,15.384615384615385,7268.2692307692305,-778.4965034965035,677,9.336290141477656
10,6400,150,1,1,10,1,142900.0,21.54566744730679,4386.95652173913,-776.3805970149253,856,5.650523130802552
10,6400,150,1,2,10,1,145025.0,21.61520190023753,4393.956043956044,-780.9469696969697,844,5.626446115363028
10,6400,150,1,5,10,1,163437.5,21.91435768261965,4438.362068965517,-770.483870967742,795,5.7604866710458875
10,6400,150,1,10,10,1,145125.0,21.893491124260358,4464.527027027027,-804.0719696969697,677,5.5523972918861615
10,6400,150,2,1,10,1,225750.0,17.330210772833723,7267.060810810811,-848.0524079320113,856,8.569117595611395
10,6400,150,2,2,10,1,238812.5,17.577197149643705,7267.060810810811,-850.2881844380404,844,8.54658566802695
10,6400,150,2,5,10,1,250975.0,17.632241813602015,7321.785714285715,-844.6100917431193,795,8.668835224517506
10,6400,150,2,10,10,1,184412.5,16.86390532544379,7385.087719298245,-888.3007117437722,677,8.31372487003979
10,6400,175,1,1,10,1,152700.0,23.653395784543328,4393.935643564357,-855.0613496932515,856,5.138737290769436
10,6400,175,1,2,10,1,155062.5,23.75296912114014,4400.375,-860.981308411215,844,5.110883310719132
10,6400,175,1,5,10,1,172250.0,24.181360201511335,4440.885416666667,-847.3006644518273,795,5.24121554836707
10,6400,175,1,10,10,1,151100.0,24.556213017751478,4464.608433734939,-873.5294117647059,677,5.110999553770638
10,6400,175,2,1,10,1,252337.5,19.672131147540984,7191.964285714285,-935.4956268221574,856,7.687865212310089
10,6400,175,2,2,10,1,267537.5,19.95249406175772,7191.964285714285,-938.0192878338279,844,7.667181665659264
10,6400,175,2,5,10,1,284750.0,20.151133501259448,7236.09375,-929.8895899053628,795,7.781669811720804
10,6400,175,2,10,10,1,204550.0,19.82248520710059,7273.320895522388,-968.5885608856089,677,7.509195533831391
10,6400,200,1,1,10,1,155337.5,24.59016393442623,4356.190476190476,-935.0931677018633,856,4.658563046606886
10,6400,200,1,2,10,1,160400.0,24.70308788598575,4362.0192307692305,-939.3927444794953,844,4.643445732792163
10,6400,200,1,5,10,1,181737.5,25.188916876574307,4399.375,-922.7693602693603,795,4.7675781071835805
10,6400,200,1,10,10,1,157775.0,25.7396449704142,4415.80459770115,-955.4780876494024,677,4.621565533297148
10,6400,200,2,1,10,1,231350.0,20.140515222482435,7203.633720930233,-1037.3900293255133,856,6.943997452543347
10,6400,200,2,2,10,1,249537.5,20.42755344418052,7203.633720930233,-1038.097014925373,844,6.939268312459302
10,6400,200,2,5,10,1,272650.0,20.65491183879093,7247.256097560976,-1028.6904761904761,795,7.045128019848652
10,6400,200,2,10,10,1,202412.5,20.414201183431953,7285.507246376812,-1077.3234200743495,677,6.762599893979856
10,12800,10,1,1,10,1,90237.5,7.925407925407925,4377.941176470588,-252.21518987341773,858,17.357959997047754
10,12800,10,1,2,10,1,88812.5,7.801418439716312,4396.969696969697,-253.33333333333334,846,17.35645933014354
10,12800,10,1,5,10,1,96337.5,7.788944723618091,4468.548387096775,-251.80517711171663,796,17.746054463027363
10,12800,10,1,10,10,1,85525.0,7.669616519174041,4450.961538461538,-261.9009584664537,678,16.994827222183122
10,12800,10,2,1,10,1,118650.0,5.827505827505827,7455.0,-256.8997524752475,858,29.019101529567628
10,12800,10,2,2,10,1,121812.5,5.91016548463357,7455.0,-256.59547738693465,846,29.05351285189719
10,12800,10,2,5,10,1,129862.5,6.030150753768844,7504.166666666667,-255.38101604278074,796,29.384199275836497
10,12800,10,2,10,10,1,112375.0,5.899705014749262,7735.0,-264.6551724137931,678,29.226710097719874
10,12800,25,1,1,10,1,96450.0,9.813084112149532,4361.9047619047615,-323.5103626943005,857,13.483044949711616
10,12800,25,1,2,10,1,95025.0,9.715639810426541,4376.829268292683,-325.59055118110234,845,13.442740437077891
10,12800,25,1,5,10,1,105625.0,9.798994974874372,4432.692307692308,-325.13927576601674,796,13.633210867093924
10,12800,25,1,10,10,1,94612.5,9.43952802359882,4483.59375,-336.40065146579803,678,13.328136347131446
10,12800,25,2,1,10,1,123312.5,7.009345794392523,7580.0,-331.78391959798995,857,22.84619462324877
10,12800,25,2,2,10,1,126475.0,7.109004739336493,7580.0,-332.62117346938777,845,22.788687565909306
10,12800,25,2,5,10,1,138200.0,7.2864321608040195,7625.0,-331.2669376693767,796,23.017690970446875
10,12800,25,2,10,10,1,102912.5,6.784660766961652,7709.239130434783,-342.2072784810127,678,22.52798118337664
10,12800,50,1,1,10,1,117437.5,12.646370023419204,4221.527777777777,-425.5026809651475,856,9.921271866495147
10,12800,50,1,2,10,1,113275.0,12.589073634204276,4230.424528301887,-429.0421195652174,844,9.860161358024508
